Warrant Market - Weekly
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:51 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
BXBSOE,5.08,23/06/16,1:1,5.54,5.55,5.35,-,-,
BXBSSR,3.15,24/06/16,1:1,7.37,7.38,7.71,-,-,
BXBISN,8.90,24/06/16,1:1,2.05,2.13,-,-,-,
BXBISQ,9.92,24/06/16,1:1,1.97,2.07,-,-,-,
BXBSWB,2.36,30/06/16,1:1,8.04,-,8.73,-,-,
BXBSWG,2.80,30/06/16,1:1,7.74,7.76,8.73,-,-,
BXBSMX,6.81,30/06/16,1:1,3.73,-,2.61,-,-,
BXBSWC,6.94,30/06/16,1:1,3.50,-,3.98,-,-,
BXBSZB,7.43,30/06/16,1:1,3.22,-,4.64,-,-,
BXBSSN,10.68,30/06/16,1:1,.83,.84,-,-,-,
BXBSSP,10.68,30/06/16,1:1,.80,.81,-,-,-,
BXBSSM,11.16,30/06/16,1:1,.665,.675,-,-,-,
BXBSWL,4.32,30/06/17,1:1,6.47,6.49,6.15,-,-,
BXBSMY,11.74,30/06/17,1:1,.485,-,.66,-,-,
BXBJOJ,5.92,31/05/18,1:1,4.46,4.47,4.21,-,-,
BXBJOK,8.07,31/05/18,1:1,2.31,2.32,1.70,-,-,
BXBSMB,6.80,29/06/18,1:1,3.74,-,4.31,-,-,
BXBSZX,1.51,04/02/19,1:1,8.88,-,7.94,-,-,
BXBSO1,5.56,06/12/19,1:1,4.82,4.83,5.60,-,-,
BXBSWR,6.49,30/06/20,1:1,5.53,5.55,5.40,-,15,
BXBSRV,2.75,06/08/21,1:1,7.64,-,7.22,-,-,

Cabcharge Aust Last Sale Price $2.82,
CABJOA,1.92,26/11/15,1:1,.895,.905,2.17,-,-,
CABSRU,2.23,06/08/21,1:1,.58,-,3.05,-,-,

C'wlth Bank  of Aust Last Sale Price $76.73,
CBAIO2,36.67,06/11/15,1:1,40.13,40.14,40.05,-,-,
CBAJOI,49.31,26/11/15,1:1,27.44,27.45,22.71,-,-,
CBAIOV,45.67,15/12/15,1:1,31.49,31.50,32.25,+363,23,
CBAIOZ,60.87,15/12/15,1:1,16.41,16.42,17.61,-24,17,
CBASWQ,61.73,04/03/16,1:1,16.55,16.57,15.90,-,-,
CBASOC,62.08,04/03/16,1:1,16.16,16.17,17.38,-,-,
CBAISA,81.02,31/03/16,1:1,4.54,4.56,4.73,-,-,
CBAIO1,46.66,06/05/16,1:1,32.71,32.72,34.04,-,-,
CBAIOL,79.66,20/05/16,1:1,8.25,8.26,8.64,-,-,
CBAISI,39.35,08/06/16,1:1,38.37,38.41,37.49,-,-,
CBASSA,43.62,08/06/16,1:1,34.54,34.58,33.88,-,-,
CBASSL,45.20,08/06/16,1:1,33.06,33.10,-,-,-,
CBASSW,92.68,15/06/16,1:1,2.30,3.01,7.87,-,-,
CBASOE,11.38,23/06/16,1:1,65.84,65.85,66.72,-,-,
CBASOF,18.12,23/06/16,1:1,59.40,59.41,54.75,-,-,
CBASSS,15.71,24/06/16,1:1,61.41,61.45,61.31,-,-,
CBASST,34.06,24/06/16,1:1,43.72,43.76,40.10,-,-,
CBAISN,72.40,24/06/16,1:1,10.36,10.96,11.12,-,-,
CBASOB,77.92,24/06/16,1:1,8.09,8.10,7.10,-,-,
CBAISQ,89.41,24/06/16,1:1,9.45,10.20,-,-,-,
CBASSO,88.78,28/06/16,1:1,2.55,3.15,-,-,-,
CBASWS,73.28,29/06/16,1:1,9.72,9.74,10.49,+131,20,
CBASWC,6.29,30/06/16,1:1,70.39,-,78.10,-,-,
CBASZB,10.80,30/06/16,1:1,66.13,-,67.35,-1418,2,
CBASMX,11.65,30/06/16,1:1,64.85,-,67.73,-,-,
CBASWG,13.25,30/06/16,1:1,64.14,64.16,76.57,-,-,
CBASWD,17.18,30/06/16,1:1,59.57,-,54.23,-,-,
CBASWE,22.54,30/06/16,1:1,54.31,-,52.93,-,-,
CBASSN,88.30,30/06/16,1:1,3.25,3.26,-,-,-,
CBASSP,88.30,30/06/16,1:1,2.91,2.92,6.74,-,-,
CBASSM,88.41,30/06/16,1:1,2.95,2.96,2.87,-,-,
CBAIWF,61.24,31/08/16,1:1,20.29,20.31,21.03,+48,2,
CBAISB,77.85,22/09/16,1:1,9.79,9.81,-,-,-,
CBAIOA,50.00,21/10/16,1:1,29.97,29.98,-,-,-,
CBAJOC,33.74,22/06/17,1:1,43.00,43.01,43.96,+15,5,
CBASWJ,14.67,30/06/17,1:1,63.49,63.51,60.22,-,-,
CBASMY,21.04,30/06/17,1:1,55.75,-,54.73,-,-,
CBASZC,29.12,30/06/17,1:1,48.44,-,39.15,-,-,
CBASWK,31.82,30/06/17,1:1,47.32,47.34,48.34,+203,4,
CBAJOH,52.28,12/12/17,1:1,24.48,24.49,24.10,-107,5,
CBAJOJ,42.80,31/05/18,1:1,33.95,33.96,34.53,-,-,
CBAJOK,56.19,31/05/18,1:1,20.57,20.58,21.50,+70,1,
CBASZD,6.40,28/06/18,1:1,70.41,-,81.71,-,-,
CBASMB,19.26,29/06/18,1:1,57.48,-,66.26,-,-,
CBASZW,2.42,04/02/19,1:1,74.21,-,88.30,-,-,
CBASZV,16.38,04/02/19,1:1,60.26,-,58.74,-,-,
CBASZU,23.67,04/02/19,1:1,52.97,-,70.20,-,-,
CBAJOQ,47.98,30/05/19,1:1,28.77,28.78,29.30,-,-,
CBAJOP,60.44,30/05/19,1:1,16.32,16.33,15.35,-,-,
CBASO1,43.19,06/12/19,1:1,33.56,33.57,31.67,-,-,
CBASOG,38.76,13/12/19,1:1,40.75,40.76,37.45,-,-,
CBAJOU,38.47,14/04/20,1:1,38.28,38.29,37.38,-,-,
CBAJOF,60.90,14/04/20,1:1,15.86,15.87,16.50,-,-,
CBAJOL,63.59,14/04/20,1:1,13.17,13.18,12.25,-,-,
CBASOH,55.68,23/06/20,1:1,31.51,31.52,31.43,-,-,
CBASWR,52.24,30/06/20,1:1,38.36,38.40,39.28,-,-,
CBASRX,12.91,06/08/21,1:1,63.73,-,69.10,-,-,
CBASRV,16.38,06/08/21,1:1,60.26,-,70.84,-,-,
CBASRU,23.67,06/08/21,1:1,52.97,-,68.60,-,-,
CBASRT,42.95,06/08/21,1:1,33.70,-,36.60,-,-,

Coca-Cola Amatil Last Sale Price $9.11,
CCLISI,4.52,08/06/16,1:1,4.70,4.71,4.93,-,-,
CCLSSA,5.05,08/06/16,1:1,4.22,4.23,3.80,-,-,
CCLIYE,5.28,21/06/16,1:1,3.98,-,4.35,-,-,
CCLIYF,6.98,21/06/16,1:1,2.40,-,2.60,-,-,
CCLSWB,2.11,30/06/16,1:1,7.02,-,-,-,-,
CCLSWG,5.24,30/06/16,1:1,4.14,4.16,3.69,-,-,
CCLSZX,2.82,04/02/19,1:1,6.28,-,5.83,-,-,
CCLSZW,5.24,04/02/19,1:1,3.86,-,4.00,-,-,
CCLSO1,4.88,06/12/19,1:1,4.22,4.23,4.18,-,-,
CCLSOG,4.86,13/12/19,1:1,4.78,4.79,5.20,-,-,
CCLSWR,6.00,30/06/20,1:1,4.69,4.71,4.67,-,-,
CCLSRX,4.54,06/08/21,1:1,4.57,-,6.26,-,-,
CCLSRW,5.24,06/08/21,1:1,3.86,-,3.99,-,-,
CCLSRT,6.82,06/08/21,1:1,2.29,-,2.19,-,-,

Challenger Last Sale Price $8.23,
CGFSSC,4.14,08/06/16,1:1,4.19,4.20,3.07,-,-,

Cimic Grp Last Sale Price $27.72,
CIMSOE,8.67,23/06/16,1:1,19.43,-,14.54,-,-,
CIMSZC,30.23,30/06/17,1:1,4.25,-,3.79,-,-,
CIMSZX,4.13,04/02/19,1:1,23.50,-,17.08,-,-,
CIMSZW,9.35,04/02/19,1:1,18.28,-,11.44,-,-,
CIMSRX,7.83,06/08/21,1:1,19.80,-,13.20,-,-,
CIMSRW,9.35,06/08/21,1:1,18.28,-,16.46,-,-,

Cochlear Last Sale Price $88.95,
COHIOV,35.85,15/12/15,1:1,53.44,53.45,41.10,-,-,
COHIOZ,47.00,15/12/15,1:1,42.39,42.40,38.12,-,-,
COHSWG,32.11,30/06/16,1:1,59.00,59.05,43.81,-,-,
COHSZW,33.59,04/02/19,1:1,55.27,-,21.74,-,-,
COHJOQ,52.48,30/05/19,1:1,36.50,36.51,-,-,-,
COHJOP,71.13,30/05/19,1:1,17.86,17.87,17.28,+400,20,
COHSO1,44.71,06/12/19,1:1,44.26,44.27,-,-,-,
COHJOE,34.18,14/04/20,1:1,54.78,54.79,-,-,-,
COHJOF,62.25,14/04/20,1:1,26.73,26.74,25.41,-,-,
COHSWR,51.97,30/06/20,1:1,62.14,62.22,53.74,-,-,
COHSRT,23.93,06/08/21,1:1,64.93,-,34.56,-,-,
COHSRX,32.18,06/08/21,1:1,56.69,-,52.44,-,-,
COHSRW,33.59,06/08/21,1:1,55.27,-,38.24,-,-,

Computershare Last Sale Price $10.81,
CPUIOV,6.50,15/12/15,1:1,4.40,4.41,4.23,-,-,
CPUIOL,7.00,20/05/16,1:1,4.18,4.19,3.86,-,-,
CPUISI,6.21,08/06/16,1:1,4.75,4.77,4.59,-,30,
CPUSSA,7.27,08/06/16,1:1,3.81,3.83,-,-,-,
CPUIYE,6.36,21/06/16,1:1,4.66,-,6.42,-,-,
CPUSSO,12.62,28/06/16,1:1,.465,.56,-,-,-,
CPUSWG,4.66,30/06/16,1:1,6.31,6.33,5.37,-,-,
CPUSWB,5.23,30/06/16,1:1,5.61,-,-,-,-,
CPUSZV,3.79,28/12/17,1:1,6.99,-,8.56,-,-,
CPUSZW,5.76,04/02/19,1:1,5.02,-,6.64,-,-,
CPUJOP,6.49,30/05/19,1:1,4.32,4.33,3.50,-,-,
CPUJOQ,8.12,30/05/19,1:1,2.69,2.70,1.85,-,-,
CPUSO1,6.27,06/12/19,1:1,4.54,4.55,4.17,-,-,
CPUJOF,6.97,14/04/20,1:1,3.84,3.85,2.57,-,-,
CPUSWR,7.35,30/06/20,1:1,5.64,5.66,4.74,-,-,
CPUSRX,3.11,06/08/21,1:1,7.67,-,9.24,-,-,
CPUSRV,3.79,06/08/21,1:1,6.99,-,9.50,-,-,
CPUSRW,5.76,06/08/21,1:1,5.02,-,4.60,-,-,

CSL Last Sale Price $93.79,
CSLIOV,41.00,15/12/15,1:1,53.18,53.19,58.40,-,-,
CSLIOZ,54.75,15/12/15,1:1,39.55,39.56,33.86,-,-,
CSLISA,88.70,31/03/16,1:1,8.97,8.98,11.00,-,-,
CSLISI,38.60,08/06/16,1:1,56.25,56.26,-,-,-,
CSLSSA,45.06,08/06/16,1:1,50.24,50.25,40.40,-,-,
CSLSSL,53.50,08/06/16,1:1,42.13,42.14,-,-,-,
CSLIYE,46.47,21/06/16,1:1,48.77,-,42.15,-,-,
CSLIYF,59.46,21/06/16,1:1,36.25,-,36.84,-,-,
CSLIYG,68.89,21/06/16,1:1,27.25,-,-,-,-,
CSLSOE,40.72,23/06/16,1:1,54.86,54.87,51.22,-,-,
CSLSSR,23.54,24/06/16,1:1,71.12,71.13,71.29,-,-,
CSLISN,66.56,24/06/16,1:1,29.78,30.32,32.28,-,-,
CSLISQ,73.71,24/06/16,1:1,26.26,26.88,-,-,-,
CSLSSO,90.64,28/06/16,1:1,8.48,9.10,-,-,-,
CSLSWH,13.15,30/06/16,1:1,81.63,81.67,57.21,-,-,
CSLSWG,18.17,30/06/16,1:1,76.46,76.50,73.42,-,-,
CSLSWB,23.22,30/06/16,1:1,71.08,-,34.44,-,-,
CSLSSN,88.43,30/06/16,1:1,9.66,9.67,9.04,-,-,
CSLSSP,88.43,30/06/16,1:1,9.53,9.54,10.82,-,-,
CSLSSM,90.13,30/06/16,1:1,9.04,9.05,10.19,-,-,
CSLISB,93.25,22/09/16,1:1,10.03,10.04,-,-,-,
CSLSWK,35.51,30/06/17,1:1,60.85,60.88,55.46,-,-,
CSLJOJ,40.81,31/05/18,1:1,53.00,53.01,49.27,-,-,
CSLJOK,55.97,31/05/18,1:1,37.85,37.86,33.32,-,-,
CSLSMB,25.88,29/06/18,1:1,68.68,-,42.65,-,-,
CSLSZX,21.44,04/02/19,1:1,72.42,-,73.98,-,-,
CSLSO1,50.48,14/04/20,1:1,43.33,43.34,-,-,-,
CSLJOT,65.80,14/04/20,1:1,28.02,28.03,27.60,+195,19,
CSLSOH,52.04,23/06/20,1:1,50.38,50.39,45.94,-,-,
CSLSWR,53.77,30/06/20,1:1,52.06,52.10,49.25,-,-,
CSLSRT,21.44,06/08/21,1:1,72.42,-,20.56,-,-,

CSR Last Sale Price $2.77,
CSRIOV,1.50,15/12/15,1:1,1.305,1.315,2.67,-,-,
CSRIOM,2.70,20/05/16,1:1,.525,.535,-,-,-,

Crown Resorts Last Sale Price $11.46,
CWNIOV,10.50,15/12/15,1:1,1.265,1.275,.975,-,-,
CWNIOZ,13.60,15/12/15,1:1,.155,.165,.22,-40.5,48,
CWNISA,12.90,31/05/16,1:1,.81,.82,-,-,-,
CWNISI,7.18,08/06/16,1:1,4.55,4.56,3.73,-,-,
CWNSSA,8.44,08/06/16,1:1,3.48,3.49,3.70,-,-,
CWNSSW,13.59,15/06/16,1:1,.59,.705,1.71,-,-,
CWNIYF,11.51,21/06/16,1:1,1.305,-,3.34,-,-,
CWNSSO,12.81,28/06/16,1:1,.745,.84,-,-,-,
CWNSWG,3.82,30/06/16,1:1,7.82,7.85,7.56,-,-,
CWNSWB,5.88,30/06/16,1:1,5.64,-,7.13,-,-,
CWNSZB,5.89,30/06/16,1:1,5.76,-,8.01,-,-,
CWNSSN,12.53,30/06/16,1:1,.895,.905,-,-,-,
CWNSSP,12.53,30/06/16,1:1,.83,.84,1.245,-,-,
CWNSSM,12.97,30/06/16,1:1,.725,.735,1.175,-,-,
CWNIOA,6.50,21/10/16,1:1,5.43,5.44,5.65,-,30,
CWNSMY,3.66,30/06/17,1:1,7.85,-,9.12,-,-,
CWNSWL,8.91,30/06/17,1:1,3.85,3.87,3.76,-,-,
CWNSMB,6.12,29/06/18,1:1,5.48,-,10.90,-,-,
CWNSZX,3.51,04/02/19,1:1,7.97,-,10.69,-,-,
CWNJOP,8.11,30/05/19,1:1,3.34,3.35,3.75,-,-,
CWNSO1,7.81,06/12/19,1:1,3.65,3.66,2.41,-,-,
CWNSWR,7.30,30/06/20,1:1,6.59,6.61,6.94,-,-,
CWNSRX,3.19,06/08/21,1:1,8.28,-,9.33,-,-,
CWNSRT,3.51,06/08/21,1:1,7.97,-,9.26,-,-,

Djerriwarrh Invest Last Sale Price $4.15,
DJWJOH,3.08,12/12/17,1:1,1.095,1.105,1.01,-,-,

Downer EDI Last Sale Price $3.55,
DOWSO1,2.30,06/12/19,1:1,1.24,1.25,1.32,-8,300,
DOWSRX,1.54,06/08/21,1:1,2.00,-,1.95,-,-,

DUET Grp Last Sale Price $2.36,
DUESMX,0.02,30/06/16,1:1,2.31,-,2.24,-,-,
DUESMB,0.90,29/06/18,1:1,1.445,-,-,-,-,
DUESWR,1.36,30/06/20,1:1,1.23,-,-,-,-,

DEXUS Prop Grp Last Sale Price $7.74,
DXSISI,3.53,08/06/16,1:1,4.33,4.35,-,-,-,
DXSSSA,3.92,08/06/16,1:1,3.97,3.99,3.89,-,-,

Echo Entertainment Last Sale Price $5.11,
EGPSZX,1.25,04/02/19,1:1,3.85,-,3.19,-,-,

Flight Centre Travel Last Sale Price $37.95,
FLTJOP,22.88,30/05/19,1:1,15.07,15.08,12.95,-,-,
FLTJOU,24.80,14/04/20,1:1,13.16,13.17,10.50,-,-,

Fortescue Metals Grp Last Sale Price $2.09,
FMGIOV,3.20,15/12/15,1:1,.049,.059,.10,-,-,
FMGIOL,1.50,20/05/16,1:1,.855,.865,1.00,-13,160,
FMGISJ,1.10,08/06/16,1:1,1.11,1.12,1.40,-,-,
FMGSSC,1.18,08/06/16,1:1,1.045,1.055,.83,-,-,
FMGSOE,3.50,23/06/16,1:1,.17,.18,.26,-,-,
FMGSWG,2.88,30/06/16,1:1,.32,-,.32,-,-,
FMGJON,1.05,30/05/19,1:1,1.03,1.04,1.265,-,-,
FMGJOP,1.39,30/05/19,1:1,.695,.705,1.19,-,-,
FMGSWR,1.03,30/06/20,1:1,1.95,-,-,-,-,

Fairfax Media Last Sale Price $0.94,
FXJIOV,0.35,15/12/15,1:1,.61,.62,.605,-,-,
FXJIOL,0.85,20/05/16,1:1,.245,.255,-,-,-,

G8 Education Last Sale Price $3.00,
GEMJOG,1.76,14/04/20,1:1,1.23,1.24,1.20,-4.5,20,
GEMJOF,2.08,14/04/20,1:1,.92,.93,.895,-16,4,
GEMJOE,2.39,14/04/20,1:1,.605,.615,.625,+.5,140,

Goodman Grp Last Sale Price $6.07,
GMGISI,2.84,08/06/16,1:1,3.29,3.30,-,-,-,
GMGSWG,2.29,30/06/16,1:1,3.86,3.88,4.24,-,-,
GMGSWR,3.52,30/06/20,1:1,3.40,3.41,-,-,-,

GPT Grp Last Sale Price $4.77,
GPTISI,2.05,08/06/16,1:1,2.77,2.78,-,-,-,
GPTSSA,2.28,08/06/16,1:1,2.57,2.58,-,-,-,
GPTSWG,1.64,30/06/16,1:1,3.20,3.22,2.86,-,-,
GPTSMY,22.94,30/06/17,1:1,.028,-,.081,-,-,
GPTSWR,2.55,30/06/20,1:1,2.91,2.93,2.54,-,-,

Highfield Res Last Sale Price $1.55,
HFRJOT,0.61,14/04/20,1:1,.935,.945,-,-,-,
HFRJOH,0.72,14/04/20,1:1,.825,.835,.855,+19.5,200,
HFRJOG,0.82,14/04/20,1:1,.72,.73,.74,+8,783,

Henderson Grp Last Sale Price $6.18,
HGGSSO,5.70,28/06/16,1:1,.705,.755,-,-,-,

Hunter Hall Global Last Sale Price $1.21,
HHVSZC,0.81,30/06/17,1:1,.42,-,.35,-,-,

Healthscope Last Sale Price $2.70,
HSOSST,1.20,24/06/16,1:1,1.53,1.54,1.455,-,-,
HSOSWL,1.13,30/06/17,1:1,1.68,1.70,1.72,-,-,
HSOJOE,1.75,14/04/20,1:1,.94,.95,.92,+10.5,200,
HSOSWR,1.68,30/06/20,1:1,1.51,1.53,1.40,-,-,

Harvey Norman Last Sale Price $3.98,
HVNSZW,1.09,04/02/19,1:1,2.89,-,3.34,-,-,
HVNSRX,0.40,06/08/21,1:1,3.57,-,3.39,-,-,

BetaShares DivHarv Last Sale Price $21.50,
HVSJOE,12.34,14/04/20,1:1,9.16,9.17,9.18,-5,11,

iShares Asia 50 Last Sale Price $64.55,
IAAIOM,37.50,20/05/16,1:1,28.37,28.56,-,-,-,
IAAJOM,32.43,30/05/19,1:1,31.95,32.14,31.95,-,-,

Insurance Aust Grp Last Sale Price $5.61,
IAGIOV,3.90,15/12/15,1:1,1.765,1.775,1.29,-,-,
IAGIOZ,4.85,15/12/15,1:1,.86,.87,.895,+11,10,
IAGISA,5.70,31/03/16,1:1,.445,.455,-,-,-,
IAGIOL,5.00,20/05/16,1:1,1.07,1.08,1.02,-,-,
IAGISI,3.17,08/06/16,1:1,2.54,2.55,2.45,+7,200,
IAGSSA,3.59,08/06/16,1:1,2.16,2.17,1.935,-,-,
IAGIYE,3.73,21/06/16,1:1,1.995,-,2.30,-,-,
IAGIYF,5.05,21/06/16,1:1,.87,-,1.35,-,-,
IAGSOE,3.17,23/06/16,1:1,2.59,2.60,2.05,-,-,
IAGSSR,2.65,24/06/16,1:1,3.06,3.07,2.78,-,-,
IAGISQ,6.38,24/06/16,1:1,.84,.905,-,-,-,
IAGSWG,1.12,30/06/16,1:1,4.57,4.59,4.10,-,-,
IAGSWB,1.39,30/06/16,1:1,4.24,-,4.03,-,-,
IAGSWH,2.43,30/06/16,1:1,3.31,3.33,3.44,-,-,
IAGSZB,2.59,30/06/16,1:1,3.10,-,3.41,-,-,
IAGSMX,3.71,30/06/16,1:1,1.99,-,2.07,-,-,
IAGSSN,5.81,30/06/16,1:1,.44,.45,-,-,-,
IAGSSP,5.81,30/06/16,1:1,.435,.445,.49,-,-,
IAGSSM,5.94,30/06/16,1:1,.395,.405,.48,-,-,
IAGIOA,3.00,21/10/16,1:1,2.79,2.80,-,-,-,
IAGSMY,4.67,30/06/17,1:1,1.14,-,1.52,-,-,
IAGSMB,1.56,29/06/18,1:1,4.08,-,3.76,-,-,
IAGSZX,1.30,04/02/19,1:1,4.31,-,3.63,-,-,
IAGSWR,3.36,30/06/20,1:1,3.10,3.12,2.91,-,-,

iShares MSCI Em Mkt Last Sale Price $49.55,
IEMIOM,30.50,20/05/16,1:1,20.38,20.39,-,-,-,
IEMJOM,26.05,30/05/19,1:1,23.51,23.52,23.85,-,-,

iShares Europe Last Sale Price $59.91,
IEUJOE,30.61,14/04/20,1:1,29.31,29.32,-,-,-,
IEUJOF,48.76,14/04/20,1:1,11.17,11.18,10.30,-,-,

iShares S&P High Div Last Sale Price $13.74,
IHDSZX,5.48,04/02/19,1:1,8.20,-,8.57,-,-,
IHDSO1,7.54,06/12/19,1:1,6.20,6.26,6.57,-,-,
IHDSRX,3.27,06/08/21,1:1,10.41,-,11.90,-,-,
IHDSRY,4.12,06/08/21,1:1,9.57,-,10.76,-,-,
IHDSRT,5.46,06/08/21,1:1,8.23,-,10.47,-,-,

iShares S&P/ASX 20 Last Sale Price $22.58,
ILCIO2,12.00,06/11/15,1:1,10.60,-,-,-,-,
ILCSWS,21.86,29/06/16,1:1,2.56,2.60,-,-,-,
ILCSWG,8.65,30/06/16,1:1,14.26,14.31,14.55,-,-,
ILCSWH,10.93,30/06/16,1:1,12.03,12.09,14.31,-,-,
ILCSWI,13.13,30/06/16,1:1,9.94,10.00,11.92,-,-,
ILCSO1,13.30,14/04/20,1:1,9.24,9.30,10.05,-,-,
ILCSWR,15.05,30/06/20,1:1,9.96,10.01,10.19,-,-,
ILCSRY,7.60,06/08/21,1:1,14.92,-,9.72,-,-,
ILCSRX,10.44,06/08/21,1:1,12.09,-,11.30,-,-,

Iluka Res Last Sale Price $6.42,
ILUISI,4.13,08/06/16,1:1,2.53,2.54,2.80,-,-,
ILUSSA,4.85,08/06/16,1:1,1.965,1.975,-,-,-,
ILUJOP,4.27,30/05/19,1:1,2.15,2.16,2.47,-,-,

Investa Office Fd Last Sale Price $4.04,
IOFSWG,0.79,30/06/16,1:1,3.32,3.34,2.60,-,-,
IOFSWR,1.89,30/06/20,1:1,2.51,2.53,-,-,-,

iShares Glb 100 ETF Last Sale Price $107.42,
IOOIOM,56.00,20/05/16,1:1,53.57,53.58,43.50,-,-,
IOOSO1,53.43,06/12/19,1:1,54.02,54.03,51.40,-,-,

iShares MSCI Aus 200 Last Sale Price $21.96,
IOZSWH,6.68,30/06/16,1:1,15.55,15.61,16.41,-,-,
IOZSWG,10.58,30/06/16,1:1,11.81,11.87,13.15,-,-,
IOZSO1,11.77,06/12/19,1:1,10.21,10.28,-,-,-,
IOZSWR,13.76,30/06/20,1:1,10.43,10.47,9.75,-,-,
IOZSRX,9.73,06/08/21,1:1,12.18,-,14.69,-,-,

Incitec Pivot Last Sale Price $3.95,
IPLISI,1.42,08/06/16,1:1,2.55,2.56,-,-,-,
IPLSSA,1.63,08/06/16,1:1,2.35,2.36,-,-,-,
IPLSOE,1.88,23/06/16,1:1,2.15,2.16,2.09,-,-,
IPLSWG,1.93,30/06/16,1:1,2.08,2.10,1.96,-,-,
IPLSWR,2.32,30/06/20,1:1,2.45,2.47,1.98,-,-,
IPLSRX,1.77,06/08/21,1:1,2.15,-,1.97,-,-,

iShares Small Ords Last Sale Price $3.79,
ISOJOM,2.13,30/05/19,1:1,1.675,1.715,1.43,-,-,

iShares MSCI EAFE Last Sale Price $86.73,
IVEJOE,45.24,14/04/20,1:1,41.42,41.55,40.22,-,-,

iShares S&P 500 Last Sale Price $297.64,
IVVISJ,144.00,08/06/16,1:1,158.11,158.79,-,-,-,
IVVSOB,286.63,24/06/16,1:1,33.21,33.22,34.30,-,-,
IVVSO1,141.13,06/12/19,1:1,156.58,156.59,148.35,-,-,
IVVSOG,111.53,13/12/19,1:1,190.91,190.92,160.83,-,-,
IVVSOH,156.62,23/06/20,1:1,155.54,155.55,-,-,-,

iShares Glb Cons Last Sale Price $134.46,
IXIIOM,68.00,20/05/16,1:1,68.72,69.02,-,-,-,

iShares Glb Health Last Sale Price $148.56,
IXJIOM,78.00,20/05/16,1:1,72.37,72.67,68.92,-,-,

iShares China LCap Last Sale Price $54.49,
IZZJOM,31.55,30/05/19,1:1,22.95,22.96,23.43,+28,5,

JB Hi-Fi Last Sale Price $17.96,
JBHSSO,21.33,28/06/16,1:1,.915,1.07,-,-,-,
JBHSSN,20.40,30/06/16,1:1,1.12,1.13,1.58,-,-,
JBHSMB,6.22,29/06/18,1:1,11.81,-,14.80,-,-,
JBHJOP,9.06,30/05/19,1:1,8.90,8.91,8.62,-247,20,
JBHJOQ,11.73,30/05/19,1:1,6.23,6.24,6.12,-,-,
JBHSO1,8.42,06/12/19,1:1,9.54,9.55,9.16,-,-,
JBHJOT,14.17,14/04/20,1:1,3.79,3.80,-,-,-,

Lend Lease Grp Last Sale Price $13.00,
LLCIOV,6.70,15/12/15,1:1,6.39,6.40,5.80,-,-,
LLCIOM,9.25,20/05/16,1:1,4.34,4.35,5.88,-,-,
LLCISI,7.91,08/06/16,1:1,5.36,5.38,5.17,+23,50,
LLCSSA,9.09,08/06/16,1:1,4.33,4.35,-,-,-,
LLCSOE,3.53,23/06/16,1:1,9.62,9.63,9.56,-,-,
LLCSSR,3.03,24/06/16,1:1,10.06,10.08,12.50,-,-,
LLCSWG,3.25,30/06/16,1:1,9.90,9.92,9.73,-,-,
LLCSWB,5.89,30/06/16,1:1,7.18,-,10.39,-,-,
LLCSZB,8.91,30/06/16,1:1,4.51,-,7.85,-,-,
LLCSMY,14.44,30/06/17,1:1,1.25,-,1.20,-,-,
LLCSZD,3.97,28/06/18,1:1,9.17,-,13.56,-,-,
LLCSZW,2.22,04/02/19,1:1,10.77,-,10.36,-,-,
LLCSZU,4.15,04/02/19,1:1,8.84,-,5.13,-,-,
LLCSO1,8.59,06/12/19,1:1,4.41,4.42,4.15,-,-,
LLCSWR,9.16,30/06/20,1:1,6.46,6.49,6.37,+7,7,
LLCSRX,2.68,06/08/21,1:1,10.31,-,13.82,-,-,
LLCSRU,4.15,06/08/21,1:1,8.84,-,11.25,-,-,
LLCSRV,5.98,06/08/21,1:1,7.01,-,9.65,-,-,

Magellan Flagship Last Sale Price $1.90,
MFFJOH,0.88,12/12/17,1:1,1.005,1.015,1.02,-,-,

Magellan Fin Grp Last Sale Price $22.53,
MFGISJ,8.40,08/06/16,1:1,14.57,14.61,11.25,-,-,
MFGJOP,11.04,30/05/19,1:1,11.49,11.50,9.05,-,-,
MFGSO1,10.07,05/03/20,1:1,12.46,12.47,9.95,-,-,
MFGJOT,13.46,14/04/20,1:1,9.07,9.08,6.40,-,-,

Mirvac Grp Last Sale Price $1.80,
MGRISI,0.89,08/06/16,1:1,.93,.94,.89,-,-,
MGRSSA,0.97,08/06/16,1:1,.865,.875,-,-,-,
MGRSWG,0.38,30/06/16,1:1,1.46,1.48,1.355,-,-,
MGRSZB,3.11,30/06/16,1:1,.04,-,.22,-,-,
MGRSZX,0.37,04/02/19,1:1,1.43,-,.78,-,-,
MGRSWR,1.11,30/06/20,1:1,.96,.98,.92,-,-,

Milton Corp Last Sale Price $4.29,
MLTJOH,2.30,12/12/17,1:1,1.98,1.99,2.09,-,-,

Medibank Private Last Sale Price $2.36,
MPLIWC,1.00,16/12/15,1:1,1.37,1.39,1.41,-,-,
MPLIWD,1.50,16/12/15,1:1,.87,.89,1.03,-,-,
